0.611859,0.173011
0.621858,0.173094
0.631858,0.173177
0.641858,0.17326
0.651857,0.173343
0.661857,0.173427
0.681939,0.163593
0.671857,0.17351
0.681856,0.173593
0.691939,0.163677
0.701939,0.16376
0.691856,0.173676
0.701856,0.173759
0.742021,0.154093
0.711939,0.163843
0.721938,0.163926
0.711855,0.173843
0.721855,0.173926
0.731938,0.164009
0.741937,0.164093
0.731855,0.174009
0.75202,0.154176
0.751937,0.164176
0.761937,0.164259
0.761854,0.174259
0.771936,0.164342
0.781936,0.164425
0.771853,0.174342
0.802019,0.154592
0.812018,0.154675
0.822018,0.154759
0.791936,0.164509
0.801935,0.164592
0.801852,0.174591
0.811935,0.164675
0.821935,0.164758
0.811852,0.174675
0.832018,0.154842
0.842017,0.154925
0.852017,0.155008
0.862016,0.155091
0.831934,0.164841
0.841934,0.164925
0.841851,0.174924
0.851934,0.165008
0.861933,0.165091
0.872016,0.155175
0.882016,0.155258
0.871933,0.165174
0.881933,0.165258
0.87185,0.175174
0.881849,0.175257
0.891932,0.165341
0.891849,0.17534
0.891766,0.18534
0.891683,0.19534
0.901682,0.195423
0.891599,0.205339
0.901599,0.205422
0.891516,0.215339
0.901516,0.215422
0.891433,0.225338
0.901433,0.225422
0.89135,0.235338
0.901349,0.235421
0.896228,0.250394
0.896061,0.270393
0.89094,0.285366
0.900939,0.285449
0.890857,0.295366
0.900856,0.295449
0.895728,0.310392
0.895562,0.330391
0.910523,0.33553
0.920523,0.335614
0.930522,0.335697
0.940522,0.33578
0.950522,0.335863
0.960521,0.335946
0.970521,0.33603
0.99052,0.336196
1.00052,0.336279
1.01052,0.336362
1.02052,0.336446
1.03052,0.336529
1.04052,0.336612
1.05052,0.336695
1.06052,0.336779
1.07052,0.336862
1.08052,0.336945
1.09052,0.337028
1.10052,0.337111
1.1106,0.327195
1.1206,0.327278
1.11052,0.337195
1.12052,0.337278
1.13555,0.332388
0.90044,0.345447
0.91044,0.34553
0.920439,0.345613
0.930439,0.345696
0.940439,0.34578
0.950438,0.345863
0.960438,0.345946
0.970438,0.346029
0.980437,0.346112
0.970354,0.356029
0.980354,0.356112
0.970271,0.366028
0.990437,0.346196
1.00044,0.346279
1.01044,0.346362
1.02044,0.346445
1.03044,0.346529
1.04044,0.346612
1.05043,0.346695
1.06043,0.346778
1.07043,0.346861
1.08043,0.346945
1.15555,0.332554
1.1706,0.327694
1.1806,0.327777
1.17051,0.337694
1.18051,0.337777
1.1906,0.327861
1.19051,0.33786
1.19043,0.34786
1.19035,0.357859
1.19026,0.367859
1.19018,0.377859
1.1901,0.387858
1.19001,0.397858
1.18993,0.407857
1.18985,0.417857
1.18976,0.427857
1.18968,0.437856
1.19968,0.437939
1.19455,0.452882
1.19439,0.472882
1.18926,0.487854
1.19926,0.487938
1.18918,0.497854
1.19918,0.497937
1.28918,0.498686
1.29918,0.498769
1.30918,0.498852
1.31918,0.498936
1.32918,0.499019
1.33918,0.499102
1.34918,0.499185
1.35918,0.499268
1.36918,0.499352
1.37917,0.499435
1.39917,0.499601
2.10181,0.185438
1.52917,0.500683
1.53917,0.500766
1.57925,0.491099
1.58925,0.491183
1.59917,0.501265
1.61925,0.491432
1.60917,0.501349
1.61917,0.501432
1.62925,0.491515
1.62917,0.501515
1.67925,0.491931
1.68925,0.492015
1.69925,0.492098
1.70925,0.492181
1.71925,0.492264
1.71916,0.502264
1.72925,0.492347
1.73925,0.492431
1.72916,0.502347
1.73916,0.50243
1.74925,0.492514
1.75925,0.492597
1.74916,0.502513
1.75916,0.502597
1.76924,0.49268
1.77924,0.492764
1.76916,0.50268
1.77916,0.502763
1.80049,0.342936
1.81049,0.343019
1.82049,0.343102
1.83049,0.343185
1.84049,0.343269
2.0909,0.295351
2.1009,0.295434
2.09082,0.30535
2.10081,0.305434
2.04048,0.344933
2.05048,0.345016
2.06048,0.345099
2.09569,0.320376
2.07048,0.345182
2.08048,0.345266
2.09057,0.335349
2.10056,0.335432
2.09048,0.345349
2.10048,0.345432
1.80041,0.352935
1.81041,0.353019
1.82041,0.353102
1.83041,0.353185
1.84041,0.353268
1.85041,0.353351
1.86041,0.353435
1.78924,0.492847
1.78916,0.502846
1.79916,0.50293
2.0204,0.354766
2.0404,0.354932
2.0504,0.355016
2.0604,0.355099
2.0704,0.355182
2.1004,0.355432
2.11181,0.185521
2.12181,0.185605
2.1319,0.175688
2.1419,0.175771
2.13181,0.185688
2.14181,0.185771
2.15189,0.175855
2.15181,0.185854
2.16181,0.185938
2.17181,0.186021
2.18181,0.186104
2.19189,0.176188
2.20189,0.176271
2.19181,0.186187
2.21189,0.176354
2.22189,0.176437
2.23189,0.17652
2.24189,0.176604
2.24181,0.186603
2.25189,0.176687
2.26189,0.17677
2.25181,0.186686
2.26181,0.18677
2.27189,0.176853
2.28189,0.176936
2.27181,0.186853
2.28181,0.186936
2.29189,0.17702
2.30189,0.177103
2.29181,0.187019
2.31197,0.167186
2.32197,0.16727
2.34205,0.157436
2.33197,0.167353
2.34197,0.167436
2.31189,0.177186
2.32189,0.177269
2.33189,0.177352
2.34189,0.177436
2.38214,0.14777
2.39222,0.137853
2.35701,0.162546
2.37701,0.162712
2.35189,0.177519
2.36189,0.177602
2.37189,0.177685
2.38189,0.177768
2.39197,0.167852
2.39189,0.177852
2.11098,0.285518
2.13098,0.285684
2.14098,0.285767
2.1109,0.295517
2.1209,0.2956
2.11081,0.305517
2.12081,0.3056
2.1309,0.295684
2.15106,0.275851
2.11048,0.345515
2.12048,0.345598
1.1991,0.507937
1.2091,0.50802
1.2191,0.508103
1.20901,0.51802
1.21901,0.518103
1.2291,0.508186
1.2391,0.50827
1.22901,0.518186
1.23901,0.518269
1.2491,0.508353
1.2591,0.508436
1.24901,0.518352
1.25901,0.518436
1.2691,0.508519
1.2791,0.508602
1.26901,0.518519
1.27901,0.518602
1.28909,0.508686
1.29909,0.508769
1.28901,0.518685
1.29901,0.518768
1.30909,0.508852
1.31909,0.508935
1.30901,0.518852
1.31901,0.518935
1.32909,0.509018
1.33909,0.509102
1.32901,0.519018
1.33901,0.519101
1.34909,0.509185
1.35909,0.509268
1.34901,0.519184
1.35901,0.519268
1.36909,0.509351
1.37909,0.509434
1.36901,0.519351
1.37901,0.519434
1.38909,0.509518
1.39909,0.509601
1.39901,0.519601
1.40909,0.509684
1.41909,0.509767
1.40901,0.519684
1.41901,0.519767
1.42909,0.509851
1.43909,0.509934
1.42901,0.51985
1.43901,0.519933
1.44909,0.510017
1.45909,0.5101
1.44901,0.520016
1.45901,0.5201
1.46909,0.510183
1.47909,0.510267
1.46901,0.520183
1.47901,0.520266
1.48909,0.51035
1.49909,0.510433
1.489,0.520349
1.50909,0.510516
1.51909,0.510599
1.509,0.520516
1.52909,0.510683
1.53909,0.510766
1.54909,0.510849
1.55909,0.510932
1.56909,0.511015
1.57908,0.511099
1.58908,0.511182
1.59908,0.511265
1.60908,0.511348
1.64908,0.511681
1.65908,0.511764
1.66908,0.511847
1.67908,0.511931
